Fact,2007-12-29,2008-12-27,2009-06-27,2009-09-26,2009-12-26,2010-03-27,2010-05-12,2010-06-26,2010-09-25,2010-12-25,2011-03-26,2011-06-25,2011-06-26,2011-09-24,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-02-28,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-05-13,2014-05-31,2014-06-28,2014-09-22,2014-09-27,2014-12-27,2015-02-24,2015-02-28,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-05-31,2016-06-25,2016-09-24,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2017-12-31,2018-03-31,2018-06-08,2018-06-30,2018-09-29,2018-10-31,2018-12-29,2019-01-01,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-03-26,2022-06-25,2022-09-24,2022-12-24,2022-12-31,2023-02-28,2023-04-01,2023-07-01,2023-09-30,2023-12-30,2024-03-30,2024-06-29,2024-09-28,2024-12-28
ProceedsFromSaleOfProductiveAssets,,3829000,74000,595000,1331000,96000,,96000,11090000,11387000,99000,2455000,,2903000,3706000,45000,4867000,5597000,6025000,29250000,29415000,39054000,39564000,37582000,1391000,,,1151000,,2107000,2489000,,,185000,1101000,3256000,3249000,142000,,1827000,3938000,5126000,302000,890000,1575000,8185000,,714000,,64393000,64786000,,63103000,,422000,466000,1325000,5556000,684000,169000,911000,10860000,204000,1595000,1655000,1745000,2000,45000,71000,,1582000,,1021000,1261000,1565000,1710000,140000,226000,383000,643000
ProceedsFromSaleOfTreasuryStock,,11000,,,-669000,-877000,,-877000,-878000,-876000,-4802000,-4802000,,-4802000,-4802000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromShortTermDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10543000,,9327000,14994000,14392000,13195000,3751000,3006000,4251000,20990000,14734000,11972000,3191000,5821000,0,0,4137000,,9665000,,11090000,14905000,24649000,30785000,4015000,6093000,7436000,15041000
ProceedsFromStockPlans,,7519000,3126000,4549000,4942000,1803000,,3197000,3390000,4464000,15993000,16933000,,18659000,20008000,8230000,15153000,19527000,21827000,,11697000,14098000,15064000,16348000,7860000,,,11996000,,12824000,14572000,,,1760000,9454000,10902000,13075000,1289000,,5975000,6509000,11153000,8894000,10168000,12446000,35159000,,2972000,,5711000,6376000,,7357000,,1174000,1744000,3211000,13619000,60000,724000,980000,18961000,19318000,19891000,22747000,23895000,713000,5846000,8778000,,16849000,,5018000,5201000,5348000,5841000,1959000,4333000,4567000,6632000
ProductWarrantyAccrual,,,,,16172000,,,,,12016000,,,,,13586000,,,,15333000,,,,,20711000,,,,,,,19760000,,,,,,36653000,,,,,26538000,,,,20109000,,,,,,,17008000,,,,,13532000,,,,14787000,,,,21308000,,,,,19773000,,,,,22434000,,,,23751000
ProductWarrantyAccrualPayments,,,,,,,,,,13301000,,,,,9662000,,,,14997000,,,,,9033000,,,,,,,-13900000,,,,,,11203000,,,,,20355000,,,,26097000,,,,,,,18920000,,,,,17484000,,,,10228000,,,,6444000,,,,,10569000,,,,,17072000,,,,20790000
ProductWarrantyAccrualPeriodIncreaseDecrease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProductWarrantyAccrualPreexistingIncreaseDecrease,,,,,,,,,,-704000,,,,,-1544000,,,,202000,,,,,-782000,,,,,,,-181000,,,,,,-512000,,,,,675000,,,,9881000,,,,,,,2253000,,,,,-2072000,,,,-804000,,,,-569000,,,,,-3832000,,,,,-4363000,,,,-692000
ProductWarrantyAccrualWarrantiesIssued,,,,,,,,,,9849000,,,,,12776000,,,,16542000,,,,,15193000,,,,,,,13130000,,,,,,28608000,,,,,9565000,,,,9787000,,,,,,,13566000,,,,,16080000,,,,12287000,,,,13534000,,,,,12866000,,,,,24096000,,,,22799000
ProfitLoss,,136220000,45210000,41368000,153941000,16635000,,19134000,27735000,100413000,26873000,47991000,,44414000,237226000,52588000,61159000,58442000,238916000,,78140000,91316000,58891000,280460000,56563000,,,65852000,,25285000,189318000,,,31507000,29439000,13549000,45333000,34171000,,43442000,29521000,178391000,39961000,47322000,36666000,122319000,,40480000,,34680000,6991000,,107725000,,37078000,40668000,40164000,152105000,42721000,22754000,40228000,142149000,55001000,62657000,52253000,197725000,62906000,77207000,72930000,,254251000,,72345000,88798000,-50315000,144912000,88429000,101150000,82610000,350624000
PropertyPlantAndEquipmentGross,,,,,675446000,,,821701000,858051000,865287000,887056000,906706000,,889857000,911642000,945457000,941725000,965326000,994774000,,1025003000,1018988000,1045110000,1017126000,1171914000,,,1160142000,,1138421000,1139569000,,,1124251000,1123885000,1083211000,1081056000,1100804000,,1105955000,1120350000,1105736000,1129787000,1148482000,1169854000,1165687000,,1137152000,,1132074000,1153843000,,1160865000,,1196633000,1225838000,1233762000,1245261000,1237895000,1269231000,1295639000,1341380000,1354433000,1369902000,1383892000,1422101000,1451044000,1452413000,1426883000,,1433151000,,1448466000,1464577000,1477062000,1513239000,1517281000,1524355000,1551817000,1502017000
PropertyPlantAndEquipmentNet,,,,,283088000,,,425134000,434456000,439609000,442959000,448017000,,437139000,454877000,469332000,465692000,475991000,512612000,,534350000,530482000,541030000,534210000,612203000,,,638854000,,616552000,606453000,,,586746000,570977000,543235000,532489000,532507000,,526347000,525640000,518335000,519658000,520107000,522424000,518928000,,503712000,,492688000,507721000,,513992000,,527329000,543557000,548368000,558129000,553981000,563783000,573353000,597727000,605354000,609867000,617313000,598605000,610218000,607563000,596850000,,595578000,,598848000,603112000,603979000,617394000,608403000,604326000,609001000,588972000
ReceivablesNetCurrent,,,,,259521000,,,376005000,400683000,410566000,425853000,453066000,,449431000,426683000,450280000,489371000,470240000,515902000,,503933000,513766000,513832000,515440000,529693000,,,543608000,,570810000,536918000,,,503649000,491706000,501403000,466443000,449379000,,466749000,455692000,439342000,455044000,496962000,492842000,503677000,,467010000,,472849000,500406000,,483963000,,512852000,507061000,501215000,480000000,492785000,500838000,502004000,511714000,491383000,559323000,537693000,571593000,616538000,627876000,614411000,,604181000,,650041000,651133000,673999000,657960000,659036000,703255000,714010000,654360000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10418000,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepaymentsOfLongTermDebt,,75474000,88628000,175909000,187969000,39000,,133228000,168271000,183285000,7040000,167230000,,187234000,271245000,3035000,39232000,39280000,39564000,,16000,303000,508000,591000,63000,,,259000,,357059000,357858000,,,224000,33657000,37878000,69098000,220000,,659000,1563000,2006000,215000,434000,658000,887000,,249000,,495000,252952000,,262191000,,10194000,10386000,10578000,10768000,188000,75568000,76417000,121665000,712000,15421000,66128000,91313000,82529000,156973000,251155000,,336403000,,10796000,84105000,109335000,134748000,175000,105349000,240522000,408080000
RepaymentsOfShortTermDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,5108000,5108000,1868000,5193000,9261000,10713000,7946000,10759000,17021000,23654000,26062000,5562000,9155000,12366000,,17242000,,5788000,19598000,27290000,34083000,5151000,7368000,9335000,16526000
ResearchAndDevelopmentExpense,,,,,6200000,,,,,5500000,,,,,6200000,,,,7100000,,,,,10200000,,,,,,,13900000,,,,,,11600000,,,,,8300000,,,,11600000,,,,,,,11500000,,,,,13900000,,,,21400000,,,,37000000,,,,,46000000,,,,,55000000,,,,59000000
RestrictedCashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13652000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RestructuringAndRelatedCostExpectedCostRemaining1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6300000,11500000,,,,,,,,,,,,,,,,20625000,,,,,,,,,,,,,,,,,,,,,,,,,,,
RestructuringAndRelatedCostIncurredCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11184000,20016000,0,,0,4447000,11307000,0,0,0,0,,3173000,,8628000,13465000,,29031000,,0,0,0,0,,,,18955000,,,,,,,,,,,,,,,,,,
RestructuringCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14273000,8800000,13622000,,,,,13622000,,,,13622000,,4400000,,7019000,6243000,,34031000,,,,,34031000,,4019000,2133000,11041000,,,,23149000,,,,,23149000,,,,4180000,35210000,,,,
RestructuringCosts,,,,,,,,,,,,,,,,,,,,,,,,12161000,,,,,,0,,,,,9292000,12659000,19836000,,,0,618000,-13652000,0,0,0,12568000,,1145000,,2791000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RestructuringCostsAndAssetImpairmentCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14545000,,,,,14545000,,,,14545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RestructuringReserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,4019000,2733000,1939000,,1240000,2750000,6178000,3855000,2355000,1204000,1216000,,150000,,1183000,1603000,,10056000,,6184000,5313000,837000,0,,1614000,803000,12660000,0,0,,,,,,,,,,,,,,,,
RestructuringSettlementAndImpairmentProvisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000000,,,,,60000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,,,,,767398000,,,795797000,817117000,850269000,868396000,927712000,,966872000,1079698000,1130655000,1186603000,1238840000,1300529000,,1372737000,1458326000,1514099000,1562670000,1615696000,,,1672287000,,1687536000,1718662000,,,1741252000,1762534000,1767621000,1729679000,1756082000,,1790120000,1811947000,1874722000,1906161000,1945874000,1974601000,1954344000,1964115000,1996474000,,2023919000,2022538000,,2027596000,,2049438000,2085594000,2119843000,2173802000,2171329000,2194916000,2219182000,2245035000,2282355000,2337015000,2378075000,2394307000,2444897000,2509262000,2569641000,,2593039000,,2635628000,2710382000,2657174000,2643606000,2719315000,2806933000,2877980000,2940838000
RevenueFromContractWithCustomerExcludingAssessedTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2521676000,637473000,712737000,680779000,714978000,,698684000,,682405000,678692000,,697363000,,692139000,700871000,690340000,683626000,674200000,688808000,733970000,798377000,774886000,894629000,868782000,3501575000,980820000,1135532000,1097382000,4345250000,4345250000,,1062481000,1046296000,1050295000,4174598000,977828000,1039737000,1020175000,4075034000
RevenueRemainingPerformanceObligation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39000000,44359000,200283000,124767000,165657000,105013000,83681000,147000,,11080000,,150000,150000,0,,0,0,35800,3764000
Revenues,,,,,1843950000,,,492786000,545090000,2032428000,593061000,694960000,,702352000,2767778000,754307000,804546000,759470000,3169556000,,875129000,926531000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity,,,,,57349000,,,11227000,-17259000,56923000,25112000,26351000,,-30160000,106298000,36957000,37231000,29631000,140015000,,55499000,47872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236000,1195000,626000,13474000,,,,6131000,,,,86481000,,,,,27480000,,,,,25688000,,,,10613000
SalesRevenueGoodsNet,,1771546000,,,1665862000,339820000,,448007000,492997000,1737940000,501168000,589208000,,595064000,2353470000,641987000,688693000,652822000,2721512000,,740447000,794341000,693480000,2976359000,681043000,,,766844000,,686508000,2824456000,,,603894000,611782000,560518000,2338132000,532940000,,570762000,544828000,2255860000,572952000,632507000,602080000,2447219000,,620486000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SalesRevenueNet,,1907278000,498810000,434010000,1786601000,367402000,,481559000,527831000,1975505000,567949000,668609000,,672192000,752730000,717350000,767315000,729839000,815037000,,819630000,878659000,778032000,827890000,751740000,,,842599000,,765668000,763136000,,,670398000,682123000,632575000,633828000,596605000,,640249000,610247000,674575000,637473000,712737000,680779000,714978000,,698684000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SalesRevenueServicesNet,,135732000,,,120739000,27582000,,33552000,34834000,237565000,66781000,79401000,,77128000,308010000,75363000,78622000,77017000,308029000,,79183000,84318000,84552000,327852000,70697000,,,75755000,,79160000,298687000,,,66504000,70341000,72057000,280792000,63665000,,69487000,65419000,265816000,64521000,80230000,78699000,298748000,,78198000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SellingGeneralAndAdministrativeExpense,,281893000,75265000,73625000,294020000,69080000,,91345000,85378000,341161000,91192000,99363000,,95357000,403500000,103496000,102043000,102020000,420160000,,117179000,117206000,115663000,472159000,108134000,,,115701000,,111697000,450401000,,,107771000,115548000,104539000,447368000,98604000,,103311000,101783000,410869000,99949000,104830000,103504000,414688000,,105280000,,111329000,110200000,,440220000,,110025000,116702000,112223000,454776000,119354000,123859000,129268000,522923000,127343000,147022000,151209000,590608000,154344000,173882000,175506000,,692975000,,190119000,195664000,194277000,768423000,174663000,172974000,175958000,716628000
ShareBasedCompensation,,4736000,2993000,4814000,6586000,1599000,,3168000,4712000,7154000,1312000,2618000,,3962000,5931000,1563000,3067000,4517000,5829000,,1675000,3342000,4999000,6513000,1880000,,,3686000,,5444000,6730000,,,1761000,3513000,5667000,7244000,2049000,,4201000,6572000,9931000,2494000,4590000,7300000,10706000,,2775000,,5374000,8076000,,10392000,,3670000,6370000,8889000,11587000,3325000,5671000,8736000,14874000,4671000,8948000,17895000,28720000,9463000,19583000,29998000,,41850000,,8689000,19856000,28810000,39219000,7183000,14108000,21665000,29869000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,,,,,,,,856165000,,861939000,621576,861939,623496,623496,472567,,446126,1700000,1687864,1476466,1476466,,,1463096,,1463600,1234445,,,1191723,1176222,,868157000,,,,,706000,,,,529000,,,,,,,1419000,,,,,1208223,,,,779336,,,,266739,,,1881267,,1722643,,,,,1513652,,,,1426995
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,,,,,,,,,,,618844,,,,485786,,,,,464377,,,,,,,450539,,,,,,409068,,,,,469844,,,,351794,,,,,,,405128,,,,,341828,,,,254498,,,,,,,,,,,,,,,,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,,,,,,,,,,,1078713,,,,868992,,,,,795221,,,,,,,768595,,,,,,849609,,,,,793173,,84712,,570622,,,,145105,,,578413,,,,,488560,,,,399565,,,,,,,,,,,,,,,,,,
ShortTermBankLoansAndNotesPayable,,,,,11900000,,,9752000,14449000,8824000,9911000,11415000,,11022000,11403000,12293000,17374000,15730000,13375000,,13324000,16004000,17129000,19024000,14860000,,,17485000,,17863000,13952000,,,14459000,7914000,1496000,976000,2402000,,3735000,853000,746000,957000,376000,197000,161000,,377000,,271000,3328000,,10678000,,19816000,20375000,19324000,21774000,19719000,14577000,14227000,35147000,38182000,29449000,13765000,13439000,8380000,4428000,4935000,,5846000,,11436000,1665000,3639000,3205000,2029000,1876000,1309000,1669000
ShortTermLeaseCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000,669000,650000,2500000,,,,2500000,,,,1500000,,,,,1600000,,,,,1900000,,,,1800000
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleAmountOfUnrecordedBenefit,,,,,,,,,,,,,,,1389000,,,,1463000,,,,,639000,,,,,,,1284000,,,,,,1304000,,,,,1210000,,,,777000,,,,,,,766,,,,,685000,,,,973000,,,,406000,,,,,1141000,,,,,1514000,,,,1747000
StockholdersEquity,,,,,786261000,,,784674000,844091000,915892000,955980000,1021583000,,1011423000,1146962000,1225471000,1253774000,1330871000,1349912000,,1409618000,1445890000,1521162000,1522025000,1588189000,,,1582269000,,1309621000,1201833000,,,1097909000,1093049000,1019734000,918441000,931054000,,956082000,963198000,943482000,1002839000,1064249000,1112834000,1112836000,,1145241000,,1112166000,1057217000,,1059762000,,1078265000,1081742000,1086691000,1144338000,1087411000,1126835000,1162439000,1182062000,1224814000,1294623000,1318139000,1386847000,1476053000,1488382000,1512731000,,1580847000,,1540099000,1612224000,1501742000,1354280000,1409291000,1471481000,1541693000,1542094000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,520986000,640976000,731644000,777922000,808307000,813016000,,879254000,936584000,1010127000,1053457000,1075827000,,1063249000,1197911000,1281003000,1307839000,1387894000,1407010000,,1463925000,1498357000,1575785000,1544846000,1619803000,,,1615090000,,1358686000,1250405000,,,1143864000,1140593000,1065777000,965211000,980151000,,994171000,1002301000,982586000,1041280000,1102446000,1152595000,1184591000,,1185356000,,1149824000,1133748000,,1175738000,,1171053000,1165174000,1167232000,1189745000,1110130000,1152702000,1189664000,1207836000,1250102000,1321484000,1344732000,1413597000,1504491000,1553150000,1572751000,,1641712000,,1598400000,1670292000,1558712000,,,,,
StockIssuedDuringPeriodSharesRestrictedStockAwardNetOfForfeitures,,11030,9746000,9746000,0,9088,,9088,9088,9088,2992000,2992000,,2992000,23968,402,402,402,20998,,2667,2667,9801,33721,8290,,,8822,,8247,22010,,,9656,4846,4846,10329,4540,,6976,6976,15700,6976,5677,6034,42846,,1840,,5852,82,,61208,,7635,2692,223,60021,2500,6204,253,65248,2709,6351,494,88395,37748,42145,270,,147075,,76731,,,,,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,296919,121345000,152864000,186120,44088,,72075,84900,43104,253133000,263407000,,291208000,306218,133510,230141,295570,341090,,156342,177902,192377,216105,110339,,,158317,,171508,194627,,,12771,119687,119687,169493,12771,,62535,62535,109893,62535,84432,106351,284574,,27904,,18309,6191,,63717,,12995,2642,12586,119789,1166,318,2616,147014,142878,1245,20749,169908,5616,42961,20448,,121163,,31602,,,,,,,
StockIssuedDuringPeriodSharesTreasuryStockReissued,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockIssuedDuringPeriodValueAcquisitions,,,,,,,,79529000,79529000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,,,,,,,,,,,,,,,,,,,,,,,,2662000,,,,,,,4767000,,,,,,7018000,,,,,4178000,,,,5569000,,1685000,,1538000,1715000,,6328000,,2942000,1972000,1919000,8815000,2714000,1734000,2379000,12246000,4023000,3658000,8329000,26182000,8747000,9284000,9666000,,38730000,,7834000,,,,,,,
StockIssuedDuringPeriodValueStockOptionsExercised,,7486000,3126000,4549000,4941000,1803000,,3273000,3390000,4464000,15993000,16933000,,18659000,20008000,8230000,15153000,19527000,21827000,,11697000,14098000,15064000,16348000,7860000,,,11996000,,12824000,14572000,,,1760000,9454000,10902000,13075000,1289000,,5975000,6509000,11153000,8894000,10168000,12446000,35159000,,2972000,,2739000,665000,,7357000,,1174000,570000,1467000,13619000,60000,664000,256000,-18961000,19318000,573000,2856000,-23895000,-713000,5133000,2932000,,-16849000,,-5018000,,,,,,,
StockIssuedDuringPeriodValueTreasuryStockReissued,,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockOptionPlanExpense,,-2636000,-2040000,-3061000,-4046000,-1228000,,-2457000,-3675000,-4944000,-1252000,-2467000,,-3732000,-5623000,-1245000,-2490000,-3735000,-4934000,,-1313000,-2627000,-3935000,-5194000,-1263000,,,-2525000,,-3767000,-4461000,,,1350000,-2653000,3936000,,1491000,,2959000,4358000,,1289000,2578000,3868000,,,1090000,,2151000,3138000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockRepurchaseProgramAuthorizedAmount,,,,,,,,,,,,,,,,,,,,,,,,,,500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockRepurchaseProgramAuthorizedAmount1,,,,,,,,,,,,,,,,,,,,,,,,,,500000000,500000000,,,,,250000000,250000000,,,,,,,,,,,,,,,,,,,250000000,,,,,,,,,,,,,,,,,,,,1400000000,,,,,,,,
TaxBenefitFromStockOptionsExercised,,-7385000,-1446000,-1954000,-2665000,-1010000,,-1216000,-1479000,-2021000,-2659000,-2533000,,-2799000,-3033000,-2134000,-3211000,-4212000,-5494000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxBenefitFromStockOptionsExercised1,,,,,,,,,,,,,,,,-2134000,-3211000,,,,-226000,-305000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxCutsAndJobsActOf2017IncompleteAccountingTransitionTaxForAccumulatedForeignEarningsProvisionalIncomeTaxExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9890000,,,,,,,,,,,,,,,,,,,,,,,,,,,
TranslationAdjustmentForNetInvestmentHedgeIncreaseDecreaseGrossOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5123000,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TranslationAdjustmentForNetInvestmentHedgeIncreaseDecreaseNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TranslationAdjustmentForNetInvestmentHedgeNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2925,4897000,,6346000,3150000,3150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TranslationAdjustmentForNetInvestmentHedgeNetOfTaxPeriodIncreaseDecrease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,1972000,,-526000,-550000,-740000,,,-789000,,-792000,1223000,,,,69000,711000,2580000,,8711000,-1427000,,,,,,,,,,,,,,,,,,,,
TreasuryStockShares,,,,,1602860,,,,,1525661,,,,,1418934,,,,1225836,,,,,1075039,,,,,,,3670781,,,,,3947920,5042775,4300599,,4392435,4531259,5379106,,,,5206474,,,,,,,5951971,,,,,6356103,,,,6674866,,,,6619860,,,,,6549833,,,,,,,,,
TreasuryStockSharesAcquired,,,,,8943,12351,,12351,12351,12351,53847000,53847000,,53847000,53847,,,,,,,,,,,,7991948,490172,,2126392,2711149,,,153962,989821,989821,1435488,153962,,245789,245789,441494,245789,384622,384622,0,,101387,,203869,309198,,843278,,70406,236323,126734,491045,190491,14,60645,441119,50147,42150,10759,111833,,38804,38606,,137612,,356887,85300,126482,1282706,96224,59186,140562,339973
TreasuryStockValue,,,,,25990000,,,25510000,25382000,25922000,25465000,25288000,,25117000,24688000,23918000,23316000,23018000,22455000,,21518000,21317000,21145000,20860000,19897000,,,95714000,,333744000,410296000,,,481039000,525877000,552780000,571920000,587117000,,593479000,610680000,612781000,604969000,603726000,601565000,590386000,,602504000,,628487000,670667000,,692549000,,700333000,728680000,744335000,743942000,763950000,763495000,770802000,781422000,777885000,786857000,784282000,773712000,769835000,764917000,769941000,,765183000,,857296000,,,,,,,
TreasuryStockValueAcquiredCostMethod,,,,,669000,877000,,877000,878000,876000,4802000,4802000,,4802000,4802000,,,,,,,,,,,,,77084000,,316296000,395045000,,,72900000,121020000,148220000,168983000,16939000,,28621000,46581000,53800000,,,,,,14790000,,29209000,42920000,,114805000,,9421000,28929000,16822000,62915000,20481000,20481000,7525000,56491000,11131000,10469000,2500000,26100000,,9776000,10715000,,40474000,,111115000,25132000,31841000,348121000,50000,15061000,40519000,70633000
UndistributedEarningsOfForeignSubsidiaries,,,,,,,,,,,,,,,,,,,586198000,,,,,644290000,,,,,,,668400000,,,,,,,,,,,,,,,400000000,,,,,393962000,,394000,,,,,,,,,,,,,,,,,,,,,,,,,,,
UnrealizedGainLossOnInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-237000,,-71000,,-229000,62000,,62000,,-87000,-28000,48000,172000,-32000,-34000,-39000,-39000,0,0,0,0,,,,,,,,,,,,,,
UnrecognizedTaxBenefits,,2369000,,,2175000,,,,,5708000,,,,,4304000,,,,3370000,,,,,4727000,,,,,,,4268000,,,,,,3876000,,,,,3400000,,,,3196000,,,,,,,2599000,,,,,2300000,,,,1864000,,,,2664000,,,,,2536000,,,,,4306000,,,,2707000
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,,,,157000,,,,,44000,,,,,34000,,,,3000,,,,,,,,,,,,456000,,,,,,173000,,,,,-99000,,,,0,,,,,,,199000,,,,,0,,,,1000,,,,6000,,,,,,,,,,,,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,361000,,,,,105000,,,,65000,,,,,,,50000,,,,,150000,,,,183000,,,,0,,,,,1576000,,,,,32000,,,,1277000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,,,,,,,421000,,,,,413000,,,,405000,,,,,314000,,,,,,,298000,,,,,,280000,,,,,192000,,,,187000,,,,,,,196000,,,,,178000,,,,845000,,,,1758000,,,,,172000,,,,,442000,,,,383000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,,,,486000,,,,,500000,,,,,851000,,,,328000,,,,,1336000,,,,,,,610000,,,,,,687000,,,,,695000,,,,1044000,,,,,,,280000,,,,,593000,,,,398000,,,,240000,,,,,523000,,,,,370000,,,,410000
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,,,,,71000,,,,,77000,,,,,3000,,,,37000,,,,,1464000,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,103000,,,,,29000,,,,0,,,,1315000,,,,,1133000,,,,,2174000,,,,44000
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,,,,,594000,,,,,,,,,,2224000,,,541000,756000,,,,,1443000,,,,,,,613000,,,,,,545000,,,,,1165000,,,,1188000,,,,,,,731000,,,,,771000,,,,650000,,,,749000,,,,,208000,,,,,742000,,,,776000
